route_no,trip_id,direction,stop_name,scheduled_time,days
KLM-KNP-ORD,KLM-KNP-ORD-T21,UP,Kollam,16:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T21,UP,Kavanad,16:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T21,UP,Neendakara,16:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T21,UP,Chavara,16:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T21,UP,Karunagappally,16:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T22,UP,Kollam,16:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T22,UP,Kavanad,16:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T22,UP,Neendakara,16:50,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T22,UP,Chavara,17:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T22,UP,Karunagappally,17:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T23,UP,Kollam,17:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T23,UP,Kavanad,17:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T23,UP,Neendakara,17:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T23,UP,Chavara,17:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T23,UP,Karunagappally,17:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T24,UP,Kollam,17:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T24,UP,Kavanad,17:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T24,UP,Neendakara,17:50,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T24,UP,Chavara,18:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T24,UP,Karunagappally,18:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T25,UP,Kollam,18:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T25,UP,Kavanad,18:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T25,UP,Neendakara,18:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T25,UP,Chavara,18:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T25,UP,Karunagappally,18:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T26,UP,Kollam,18:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T26,UP,Kavanad,18:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T26,UP,Neendakara,18:50,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T26,UP,Chavara,19:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T26,UP,Karunagappally,19:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T27,UP,Kollam,19:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T27,UP,Kavanad,19:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T27,UP,Neendakara,19:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T27,UP,Chavara,19:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T27,UP,Karunagappally,19:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T28,UP,Kollam,19:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T28,UP,Kavanad,19:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T28,UP,Neendakara,19:50,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T28,UP,Chavara,20:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T28,UP,Karunagappally,20:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T29,UP,Kollam,20:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T29,UP,Kavanad,20:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T29,UP,Neendakara,20:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T29,UP,Chavara,20:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T29,UP,Karunagappally,20:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T30,UP,Kollam,20:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T30,UP,Kavanad,20:40,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T30,UP,Neendakara,20:50,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T30,UP,Chavara,21:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T30,UP,Karunagappally,21:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T31,UP,Kollam,21:00,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T31,UP,Kavanad,21:10,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T31,UP,Neendakara,21:20,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T31,UP,Chavara,21:30,Mon-Sun
KLM-KNP-ORD,KLM-KNP-ORD-T31,UP,Karunagappally,21:40,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T01,UP,Kollam,06:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T01,UP,Kadappakada,06:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T01,UP,Kundara,06:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T01,UP,Ezhukone,06:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T01,UP,Kottarakkara,06:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T02,UP,Kollam,06:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T02,UP,Kadappakada,06:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T02,UP,Kundara,06:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T02,UP,Ezhukone,06:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T02,UP,Kottarakkara,06:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T03,UP,Kollam,07:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T03,UP,Kadappakada,07:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T03,UP,Kundara,07:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T03,UP,Ezhukone,07:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T03,UP,Kottarakkara,07:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T04,UP,Kollam,07:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T04,UP,Kadappakada,07:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T04,UP,Kundara,07:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T04,UP,Ezhukone,07:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T04,UP,Kottarakkara,07:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T05,UP,Kollam,08:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T05,UP,Kadappakada,08:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T05,UP,Kundara,08:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T05,UP,Ezhukone,08:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T05,UP,Kottarakkara,08:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T06,UP,Kollam,08:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T06,UP,Kadappakada,08:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T06,UP,Kundara,08:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T06,UP,Ezhukone,08:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T06,UP,Kottarakkara,08:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T07,UP,Kollam,09:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T07,UP,Kadappakada,09:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T07,UP,Kundara,09:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T07,UP,Ezhukone,09:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T07,UP,Kottarakkara,09:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T08,UP,Kollam,09:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T08,UP,Kadappakada,09:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T08,UP,Kundara,09:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T08,UP,Ezhukone,09:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T08,UP,Kottarakkara,09:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T09,UP,Kollam,10:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T09,UP,Kadappakada,10:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T09,UP,Kundara,10:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T09,UP,Ezhukone,10:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T09,UP,Kottarakkara,10:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T10,UP,Kollam,10:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T10,UP,Kadappakada,10:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T10,UP,Kundara,10:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T10,UP,Ezhukone,10:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T10,UP,Kottarakkara,10:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T11,UP,Kollam,11:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T11,UP,Kadappakada,11:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T11,UP,Kundara,11:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T11,UP,Ezhukone,11:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T11,UP,Kottarakkara,11:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T12,UP,Kollam,11:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T12,UP,Kadappakada,11:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T12,UP,Kundara,11:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T12,UP,Ezhukone,11:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T12,UP,Kottarakkara,11:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T13,UP,Kollam,12:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T13,UP,Kadappakada,12:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T13,UP,Kundara,12:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T13,UP,Ezhukone,12:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T13,UP,Kottarakkara,12:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T14,UP,Kollam,12:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T14,UP,Kadappakada,12:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T14,UP,Kundara,12:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T14,UP,Ezhukone,12:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T14,UP,Kottarakkara,12:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T15,UP,Kollam,13:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T15,UP,Kadappakada,13:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T15,UP,Kundara,13:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T15,UP,Ezhukone,13:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T15,UP,Kottarakkara,13:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T16,UP,Kollam,13:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T16,UP,Kadappakada,13:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T16,UP,Kundara,13:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T16,UP,Ezhukone,13:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T16,UP,Kottarakkara,13:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T17,UP,Kollam,14:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T17,UP,Kadappakada,14:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T17,UP,Kundara,14:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T17,UP,Ezhukone,14:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T17,UP,Kottarakkara,14:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T18,UP,Kollam,14:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T18,UP,Kadappakada,14:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T18,UP,Kundara,14:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T18,UP,Ezhukone,14:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T18,UP,Kottarakkara,14:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T19,UP,Kollam,15:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T19,UP,Kadappakada,15:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T19,UP,Kundara,15:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T19,UP,Ezhukone,15:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T19,UP,Kottarakkara,15:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T20,UP,Kollam,15:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T20,UP,Kadappakada,15:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T20,UP,Kundara,15:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T20,UP,Ezhukone,15:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T20,UP,Kottarakkara,15:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T21,UP,Kollam,16:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T21,UP,Kadappakada,16:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T21,UP,Kundara,16:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T21,UP,Ezhukone,16:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T21,UP,Kottarakkara,16:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T22,UP,Kollam,16:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T22,UP,Kadappakada,16:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T22,UP,Kundara,16:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T22,UP,Ezhukone,16:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T22,UP,Kottarakkara,16:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T23,UP,Kollam,17:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T23,UP,Kadappakada,17:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T23,UP,Kundara,17:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T23,UP,Ezhukone,17:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T23,UP,Kottarakkara,17:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T24,UP,Kollam,17:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T24,UP,Kadappakada,17:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T24,UP,Kundara,17:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T24,UP,Ezhukone,17:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T24,UP,Kottarakkara,17:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T25,UP,Kollam,18:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T25,UP,Kadappakada,18:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T25,UP,Kundara,18:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T25,UP,Ezhukone,18:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T25,UP,Kottarakkara,18:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T26,UP,Kollam,18:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T26,UP,Kadappakada,18:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T26,UP,Kundara,18:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T26,UP,Ezhukone,18:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T26,UP,Kottarakkara,18:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T27,UP,Kollam,19:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T27,UP,Kadappakada,19:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T27,UP,Kundara,19:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T27,UP,Ezhukone,19:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T27,UP,Kottarakkara,19:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T28,UP,Kollam,19:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T28,UP,Kadappakada,19:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T28,UP,Kundara,19:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T28,UP,Ezhukone,19:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T28,UP,Kottarakkara,19:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T29,UP,Kollam,20:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T29,UP,Kadappakada,20:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T29,UP,Kundara,20:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T29,UP,Ezhukone,20:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T29,UP,Kottarakkara,20:24,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T30,UP,Kollam,20:30,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T30,UP,Kadappakada,20:36,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T30,UP,Kundara,20:42,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T30,UP,Ezhukone,20:48,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T30,UP,Kottarakkara,20:54,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T31,UP,Kollam,21:00,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T31,UP,Kadappakada,21:06,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T31,UP,Kundara,21:12,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T31,UP,Ezhukone,21:18,Mon-Sun
KLM-KTR-FP,KLM-KTR-FP-T31,UP,Kottarakkara,21:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T01,UP,Kollam,06:00,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T01,UP,Mevaram,06:06,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T01,UP,Eravipuram,06:12,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T01,UP,Mayyanad,06:18,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T01,UP,Paravur,06:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T02,UP,Kollam,06:45,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T02,UP,Mevaram,06:51,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T02,UP,Eravipuram,06:57,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T02,UP,Mayyanad,07:03,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T02,UP,Paravur,07:09,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T03,UP,Kollam,07:30,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T03,UP,Mevaram,07:36,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T03,UP,Eravipuram,07:42,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T03,UP,Mayyanad,07:48,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T03,UP,Paravur,07:54,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T04,UP,Kollam,08:15,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T04,UP,Mevaram,08:21,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T04,UP,Eravipuram,08:27,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T04,UP,Mayyanad,08:33,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T04,UP,Paravur,08:39,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T05,UP,Kollam,09:00,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T05,UP,Mevaram,09:06,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T05,UP,Eravipuram,09:12,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T05,UP,Mayyanad,09:18,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T05,UP,Paravur,09:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T06,UP,Kollam,09:45,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T06,UP,Mevaram,09:51,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T06,UP,Eravipuram,09:57,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T06,UP,Mayyanad,10:03,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T06,UP,Paravur,10:09,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T07,UP,Kollam,10:30,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T07,UP,Mevaram,10:36,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T07,UP,Eravipuram,10:42,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T07,UP,Mayyanad,10:48,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T07,UP,Paravur,10:54,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T08,UP,Kollam,11:15,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T08,UP,Mevaram,11:21,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T08,UP,Eravipuram,11:27,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T08,UP,Mayyanad,11:33,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T08,UP,Paravur,11:39,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T09,UP,Kollam,12:00,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T09,UP,Mevaram,12:06,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T09,UP,Eravipuram,12:12,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T09,UP,Mayyanad,12:18,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T09,UP,Paravur,12:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T10,UP,Kollam,12:45,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T10,UP,Mevaram,12:51,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T10,UP,Eravipuram,12:57,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T10,UP,Mayyanad,13:03,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T10,UP,Paravur,13:09,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T11,UP,Kollam,13:30,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T11,UP,Mevaram,13:36,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T11,UP,Eravipuram,13:42,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T11,UP,Mayyanad,13:48,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T11,UP,Paravur,13:54,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T12,UP,Kollam,14:15,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T12,UP,Mevaram,14:21,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T12,UP,Eravipuram,14:27,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T12,UP,Mayyanad,14:33,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T12,UP,Paravur,14:39,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T13,UP,Kollam,15:00,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T13,UP,Mevaram,15:06,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T13,UP,Eravipuram,15:12,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T13,UP,Mayyanad,15:18,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T13,UP,Paravur,15:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T14,UP,Kollam,15:45,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T14,UP,Mevaram,15:51,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T14,UP,Eravipuram,15:57,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T14,UP,Mayyanad,16:03,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T14,UP,Paravur,16:09,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T15,UP,Kollam,16:30,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T15,UP,Mevaram,16:36,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T15,UP,Eravipuram,16:42,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T15,UP,Mayyanad,16:48,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T15,UP,Paravur,16:54,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T16,UP,Kollam,17:15,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T16,UP,Mevaram,17:21,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T16,UP,Eravipuram,17:27,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T16,UP,Mayyanad,17:33,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T16,UP,Paravur,17:39,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T17,UP,Kollam,18:00,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T17,UP,Mevaram,18:06,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T17,UP,Eravipuram,18:12,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T17,UP,Mayyanad,18:18,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T17,UP,Paravur,18:24,Mon-Sun
KLM-PVR-ORD,KLM-PVR-ORD-T18,UP,Kollam,18:45,Mon-Sun
